Title,Genre,ReleaseYear,ArtistName
Album_1939,Pop,2014,Artist_1939
Album_1940,Classical,1989,Artist_1940
Album_1941,Rock,1977,Artist_1941
Album_1942,Jazz,1981,Artist_1942
Album_1943,Electronic,2013,Artist_1943
Album_1944,Hip Hop,1967,Artist_1944
Album_1945,Classical,2015,Artist_1945
Album_1946,Pop,1996,Artist_1946
Album_1947,Rock,1985,Artist_1947
Album_1948,Electronic,2018,Artist_1948
Album_1949,Classical,1999,Artist_1949
Album_1950,Electronic,1984,Artist_1950
Album_1951,Classical,2017,Artist_1951
Album_1952,Rock,2000,Artist_1952
Album_1953,Jazz,1969,Artist_1953
Album_1954,Rock,2012,Artist_1954
Album_1955,Electronic,1999,Artist_1955
Album_1956,Electronic,2005,Artist_1956
Album_1957,Classical,2021,Artist_1957
Album_1958,Classical,1971,Artist_1958
Album_1959,Electronic,1979,Artist_1959
Album_1960,Jazz,2006,Artist_1960
Album_1961,Hip Hop,1975,Artist_1961
Album_1962,Pop,1985,Artist_1962
Album_1963,Hip Hop,2003,Artist_1963
Album_1964,Rock,1961,Artist_1964
Album_1965,Pop,2009,Artist_1965
Album_1966,Electronic,2020,Artist_1966
Album_1967,Classical,2001,Artist_1967
Album_1968,Pop,2010,Artist_1968
Album_1969,Pop,2019,Artist_1969
Album_1970,Hip Hop,2018,Artist_1970
Album_1971,Rock,1978,Artist_1971
Album_1972,Classical,1974,Artist_1972
Album_1973,Pop,1968,Artist_1973
Album_1974,Rock,1992,Artist_1974
Album_1975,Rock,2010,Artist_1975
Album_1976,Jazz,1980,Artist_1976
Album_1977,Electronic,1969,Artist_1977
Album_1978,Rock,2004,Artist_1978
Album_1979,Rock,1989,Artist_1979
Album_1980,Pop,1964,Artist_1980
Album_1981,Rock,1972,Artist_1981
Album_1982,Hip Hop,2013,Artist_1982
Album_1983,Jazz,2009,Artist_1983
Album_1984,Hip Hop,1990,Artist_1984
Album_1985,Electronic,1984,Artist_1985
Album_1986,Pop,1991,Artist_1986
Album_1987,Hip Hop,2023,Artist_1987
Album_1988,Classical,2020,Artist_1988
Album_1989,Pop,2015,Artist_1989
Album_1990,Rock,2005,Artist_1990
Album_1991,Electronic,2003,Artist_1991
Album_1992,Hip Hop,2006,Artist_1992
Album_1993,Electronic,2013,Artist_1993
Album_1994,Classical,1964,Artist_1994
Album_1995,Pop,1960,Artist_1995
Album_1996,Electronic,1976,Artist_1996
Album_1997,Jazz,1996,Artist_1997
Album_1998,Hip Hop,1965,Artist_1998
Album_1999,Jazz,1995,Artist_1999
Album_2000,Jazz,1980,Artist_2000
Album_2001,Rock,1986,Artist_2001
Album_2002,Jazz,1990,Artist_2002
Album_2003,Classical,1963,Artist_2003
Album_2004,Rock,2023,Artist_2004
Album_2005,Electronic,1985,Artist_2005
Album_2006,Hip Hop,1982,Artist_2006
Album_2007,Pop,2018,Artist_2007
Album_2008,Jazz,1974,Artist_2008
Album_2009,Classical,2000,Artist_2009
Album_2010,Pop,1983,Artist_2010
Album_2011,Jazz,1960,Artist_2011
Album_2012,Rock,2002,Artist_2012
Album_2013,Jazz,2010,Artist_2013
Album_2014,Jazz,1982,Artist_2014
Album_2015,Jazz,2001,Artist_2015
Album_2016,Classical,1963,Artist_2016
Album_2017,Classical,1980,Artist_2017
Album_2018,Hip Hop,1979,Artist_2018
Album_2019,Jazz,2020,Artist_2019
Album_2020,Pop,2003,Artist_2020
Album_2021,Rock,1984,Artist_2021
Album_2022,Rock,1969,Artist_2022
Album_2023,Pop,2015,Artist_2023
Album_2024,Classical,1996,Artist_2024
Album_2025,Jazz,1975,Artist_2025
Album_2026,Hip Hop,1966,Artist_2026
Album_2027,Pop,2004,Artist_2027
Album_2028,Rock,2017,Artist_2028
Album_2029,Jazz,1991,Artist_2029
Album_2030,Electronic,1963,Artist_2030
Album_2031,Jazz,1963,Artist_2031
Album_2032,Rock,2007,Artist_2032
Album_2033,Electronic,1993,Artist_2033
Album_2034,Pop,1973,Artist_2034
Album_2035,Pop,1978,Artist_2035
Album_2036,Electronic,1988,Artist_2036
Album_2037,Rock,2011,Artist_2037
Album_2038,Rock,2019,Artist_2038
Album_2039,Electronic,2002,Artist_2039
Album_2040,Pop,1984,Artist_2040
Album_2041,Pop,2009,Artist_2041
Album_2042,Hip Hop,1972,Artist_2042
Album_2043,Jazz,1963,Artist_2043
Album_2044,Hip Hop,1960,Artist_2044
Album_2045,Rock,2016,Artist_2045
Album_2046,Rock,1963,Artist_2046
Album_2047,Electronic,1962,Artist_2047
Album_2048,Hip Hop,1967,Artist_2048
Album_2049,Jazz,2017,Artist_2049
Album_2050,Jazz,1998,Artist_2050
Album_2051,Classical,1994,Artist_2051
Album_2052,Pop,1974,Artist_2052
Album_2053,Jazz,2011,Artist_2053
Album_2054,Classical,1968,Artist_2054
Album_2055,Rock,1961,Artist_2055
Album_2056,Classical,2014,Artist_2056
Album_2057,Jazz,2000,Artist_2057
Album_2058,Pop,1963,Artist_2058
Album_2059,Pop,1982,Artist_2059
Album_2060,Electronic,1980,Artist_2060
Album_2061,Pop,1968,Artist_2061
Album_2062,Electronic,2009,Artist_2062
Album_2063,Jazz,2013,Artist_2063
Album_2064,Electronic,1995,Artist_2064
Album_2065,Classical,1976,Artist_2065
Album_2066,Electronic,1978,Artist_2066
Album_2067,Hip Hop,2008,Artist_2067
Album_2068,Rock,2007,Artist_2068
Album_2069,Rock,1967,Artist_2069
Album_2070,Jazz,2001,Artist_2070
Album_2071,Jazz,1969,Artist_2071
Album_2072,Jazz,1968,Artist_2072
Album_2073,Rock,1961,Artist_2073
Album_2074,Jazz,2002,Artist_2074
Album_2075,Hip Hop,1995,Artist_2075
Album_2076,Hip Hop,1973,Artist_2076
Album_2077,Electronic,2012,Artist_2077
Album_2078,Pop,1993,Artist_2078
Album_2079,Pop,1978,Artist_2079
Album_2080,Rock,1995,Artist_2080
Album_2081,Electronic,2003,Artist_2081
Album_2082,Classical,2022,Artist_2082
Album_2083,Rock,1985,Artist_2083
Album_2084,Pop,2000,Artist_2084
Album_2085,Jazz,2019,Artist_2085
Album_2086,Electronic,1977,Artist_2086
Album_2087,Hip Hop,1979,Artist_2087
Album_2088,Rock,1988,Artist_2088
Album_2089,Classical,1990,Artist_2089
Album_2090,Classical,1966,Artist_2090
Album_2091,Hip Hop,1964,Artist_2091
Album_2092,Electronic,1997,Artist_2092
Album_2093,Rock,2011,Artist_2093
Album_2094,Hip Hop,1963,Artist_2094
Album_2095,Jazz,2014,Artist_2095
Album_2096,Jazz,1964,Artist_2096
Album_2097,Hip Hop,2007,Artist_2097
Album_2098,Electronic,2014,Artist_2098
Album_2099,Classical,2010,Artist_2099
Album_2100,Rock,2004,Artist_2100
Album_2101,Classical,1970,Artist_2101
Album_2102,Jazz,1971,Artist_2102
Album_2103,Rock,2001,Artist_2103
Album_2104,Electronic,2007,Artist_2104
Album_2105,Classical,2020,Artist_2105
Album_2106,Hip Hop,1978,Artist_2106
Album_2107,Pop,1977,Artist_2107
Album_2108,Jazz,1993,Artist_2108
Album_2109,Classical,1966,Artist_2109
Album_2110,Hip Hop,1972,Artist_2110
Album_2111,Classical,1976,Artist_2111
Album_2112,Hip Hop,1975,Artist_2112
Album_2113,Jazz,1988,Artist_2113
Album_2114,Classical,1991,Artist_2114
Album_2115,Jazz,2020,Artist_2115
Album_2116,Hip Hop,2004,Artist_2116
Album_2117,Rock,2013,Artist_2117
Album_2118,Jazz,2007,Artist_2118
Album_2119,Rock,2009,Artist_2119
Album_2120,Classical,1999,Artist_2120
Album_2121,Jazz,2002,Artist_2121
Album_2122,Electronic,1960,Artist_2122
Album_2123,Pop,2019,Artist_2123
Album_2124,Rock,1997,Artist_2124
Album_2125,Rock,1981,Artist_2125
Album_2126,Jazz,1974,Artist_2126
Album_2127,Electronic,1995,Artist_2127
Album_2128,Rock,1982,Artist_2128
Album_2129,Rock,1992,Artist_2129
Album_2130,Classical,2014,Artist_2130
Album_2131,Classical,1990,Artist_2131
Album_2132,Classical,1982,Artist_2132
Album_2133,Pop,2021,Artist_2133
Album_2134,Classical,1979,Artist_2134
Album_2135,Jazz,2007,Artist_2135
Album_2136,Jazz,2007,Artist_2136
Album_2137,Hip Hop,1989,Artist_2137
Album_2138,Classical,1961,Artist_2138
Album_2139,Classical,1998,Artist_2139
Album_2140,Hip Hop,2000,Artist_2140
Album_2141,Jazz,1966,Artist_2141
Album_2142,Pop,1966,Artist_2142
Album_2143,Jazz,2020,Artist_2143
Album_2144,Electronic,2002,Artist_2144
Album_2145,Hip Hop,2023,Artist_2145
Album_2146,Hip Hop,1981,Artist_2146
Album_2147,Classical,1971,Artist_2147
Album_2148,Rock,1996,Artist_2148
Album_2149,Jazz,2009,Artist_2149
Album_2150,Pop,1984,Artist_2150
Album_2151,Hip Hop,1974,Artist_2151
Album_2152,Pop,2022,Artist_2152
Album_2153,Electronic,1977,Artist_2153
Album_2154,Electronic,2018,Artist_2154
Album_2155,Jazz,1997,Artist_2155
Album_2156,Hip Hop,1981,Artist_2156
Album_2157,Jazz,2021,Artist_2157
Album_2158,Jazz,2007,Artist_2158
Album_2159,Jazz,1985,Artist_2159
Album_2160,Electronic,1963,Artist_2160
Album_2161,Hip Hop,2002,Artist_2161
Album_2162,Classical,2002,Artist_2162
Album_2163,Classical,1994,Artist_2163
Album_2164,Rock,1993,Artist_2164
Album_2165,Pop,2004,Artist_2165
Album_2166,Electronic,2001,Artist_2166
Album_2167,Jazz,1989,Artist_2167
Album_2168,Jazz,2011,Artist_2168
Album_2169,Pop,1988,Artist_2169
Album_2170,Pop,2011,Artist_2170
Album_2171,Jazz,1980,Artist_2171
Album_2172,Electronic,1977,Artist_2172
Album_2173,Hip Hop,1985,Artist_2173
Album_2174,Electronic,2011,Artist_2174
Album_2175,Classical,1975,Artist_2175
Album_2176,Electronic,1999,Artist_2176
Album_2177,Pop,1987,Artist_2177
Album_2178,Jazz,1969,Artist_2178
Album_2179,Pop,1973,Artist_2179
Album_2180,Rock,1992,Artist_2180
Album_2181,Rock,1961,Artist_2181
Album_2182,Classical,1965,Artist_2182
Album_2183,Rock,1982,Artist_2183
Album_2184,Hip Hop,2016,Artist_2184
Album_2185,Rock,1973,Artist_2185
Album_2186,Hip Hop,1968,Artist_2186
Album_2187,Classical,1983,Artist_2187
Album_2188,Jazz,1961,Artist_2188
Album_2189,Rock,1969,Artist_2189
Album_2190,Classical,2007,Artist_2190
Album_2191,Pop,1986,Artist_2191
Album_2192,Classical,2012,Artist_2192
Album_2193,Pop,2006,Artist_2193
Album_2194,Jazz,2003,Artist_2194
Album_2195,Hip Hop,2014,Artist_2195
Album_2196,Hip Hop,1997,Artist_2196
Album_2197,Hip Hop,2019,Artist_2197
Album_2198,Jazz,2014,Artist_2198
Album_2199,Electronic,1971,Artist_2199
Album_2200,Classical,1984,Artist_2200
Album_2201,Pop,1976,Artist_2201
Album_2202,Pop,1974,Artist_2202
Album_2203,Pop,2003,Artist_2203
Album_2204,Hip Hop,1996,Artist_2204
Album_2205,Jazz,1972,Artist_2205
Album_2206,Pop,1991,Artist_2206
Album_2207,Jazz,1993,Artist_2207
Album_2208,Hip Hop,1975,Artist_2208
Album_2209,Rock,2019,Artist_2209
Album_2210,Classical,1992,Artist_2210
Album_2211,Rock,1995,Artist_2211
Album_2212,Electronic,1999,Artist_2212
Album_2213,Pop,1967,Artist_2213
Album_2214,Classical,1969,Artist_2214
Album_2215,Rock,1993,Artist_2215
Album_2216,Rock,1991,Artist_2216
Album_2217,Pop,1992,Artist_2217
Album_2218,Hip Hop,2005,Artist_2218
Album_2219,Pop,1978,Artist_2219
Album_2220,Hip Hop,2021,Artist_2220
Album_2221,Jazz,1963,Artist_2221
Album_2222,Pop,1992,Artist_2222
Album_2223,Classical,2002,Artist_2223
Album_2224,Classical,2013,Artist_2224
Album_2225,Rock,1984,Artist_2225
Album_2226,Classical,2009,Artist_2226
Album_2227,Hip Hop,1960,Artist_2227
Album_2228,Pop,2015,Artist_2228
Album_2229,Hip Hop,2020,Artist_2229
Album_2230,Classical,2011,Artist_2230
Album_2231,Jazz,2000,Artist_2231
Album_2232,Rock,2017,Artist_2232
Album_2233,Electronic,2015,Artist_2233
Album_2234,Electronic,1994,Artist_2234
Album_2235,Jazz,2021,Artist_2235
Album_2236,Jazz,2006,Artist_2236
Album_2237,Electronic,2016,Artist_2237
Album_2238,Classical,2021,Artist_2238
Album_2239,Electronic,1974,Artist_2239
Album_2240,Pop,2005,Artist_2240
Album_2241,Electronic,2022,Artist_2241
Album_2242,Rock,1990,Artist_2242
Album_2243,Electronic,1973,Artist_2243
Album_2244,Pop,2014,Artist_2244
Album_2245,Pop,1961,Artist_2245
Album_2246,Jazz,2015,Artist_2246
Album_2247,Classical,2008,Artist_2247
Album_2248,Classical,2005,Artist_2248
Album_2249,Hip Hop,2021,Artist_2249
Album_2250,Classical,2004,Artist_2250
Album_2251,Jazz,1965,Artist_2251
Album_2252,Rock,2008,Artist_2252
Album_2253,Jazz,1971,Artist_2253
Album_2254,Hip Hop,2011,Artist_2254
Album_2255,Pop,1973,Artist_2255
Album_2256,Rock,1962,Artist_2256
Album_2257,Pop,1980,Artist_2257
Album_2258,Classical,1980,Artist_2258
Album_2259,Rock,1967,Artist_2259
Album_2260,Hip Hop,1995,Artist_2260
Album_2261,Electronic,1970,Artist_2261
Album_2262,Electronic,1979,Artist_2262
Album_2263,Pop,2022,Artist_2263
Album_2264,Pop,1988,Artist_2264
Album_2265,Electronic,1981,Artist_2265
Album_2266,Electronic,1990,Artist_2266
Album_2267,Classical,2020,Artist_2267
Album_2268,Hip Hop,1987,Artist_2268
Album_2269,Jazz,1981,Artist_2269
Album_2270,Hip Hop,1992,Artist_2270
Album_2271,Rock,1987,Artist_2271
Album_2272,Classical,2023,Artist_2272
Album_2273,Pop,1983,Artist_2273
Album_2274,Rock,1962,Artist_2274
Album_2275,Classical,1989,Artist_2275
Album_2276,Classical,1998,Artist_2276
Album_2277,Pop,2012,Artist_2277
Album_2278,Jazz,1988,Artist_2278
Album_2279,Pop,2004,Artist_2279
Album_2280,Pop,1985,Artist_2280
Album_2281,Jazz,1997,Artist_2281
Album_2282,Pop,1963,Artist_2282
Album_2283,Jazz,2011,Artist_2283
Album_2284,Hip Hop,1980,Artist_2284
Album_2285,Jazz,2012,Artist_2285
Album_2286,Rock,1960,Artist_2286
Album_2287,Hip Hop,1993,Artist_2287
Album_2288,Pop,1973,Artist_2288
Album_2289,Jazz,2012,Artist_2289
Album_2290,Classical,1999,Artist_2290
Album_2291,Pop,1994,Artist_2291
Album_2292,Hip Hop,2009,Artist_2292
Album_2293,Jazz,2016,Artist_2293
Album_2294,Pop,1988,Artist_2294
Album_2295,Jazz,1977,Artist_2295
Album_2296,Rock,1968,Artist_2296
Album_2297,Jazz,2020,Artist_2297
Album_2298,Jazz,1966,Artist_2298
Album_2299,Pop,2005,Artist_2299
Album_2300,Classical,2002,Artist_2300
Album_2301,Pop,2004,Artist_2301
Album_2302,Hip Hop,1965,Artist_2302
Album_2303,Classical,1987,Artist_2303
Album_2304,Pop,1998,Artist_2304
Album_2305,Classical,2018,Artist_2305
Album_2306,Electronic,1975,Artist_2306
Album_2307,Hip Hop,2005,Artist_2307
Album_2308,Pop,2000,Artist_2308
Album_2309,Electronic,2007,Artist_2309
Album_2310,Pop,1996,Artist_2310
Album_2311,Pop,1962,Artist_2311
Album_2312,Hip Hop,1970,Artist_2312
Album_2313,Pop,1990,Artist_2313
Album_2314,Hip Hop,2013,Artist_2314
Album_2315,Electronic,2017,Artist_2315
Album_2316,Hip Hop,1988,Artist_2316
Album_2317,Classical,1968,Artist_2317
Album_2318,Pop,2005,Artist_2318
Album_2319,Hip Hop,1982,Artist_2319
Album_2320,Pop,2015,Artist_2320
Album_2321,Classical,2008,Artist_2321
Album_2322,Electronic,2021,Artist_2322
Album_2323,Hip Hop,2007,Artist_2323
Album_2324,Classical,2020,Artist_2324
Album_2325,Classical,1984,Artist_2325
Album_2326,Pop,1998,Artist_2326
Album_2327,Pop,1964,Artist_2327
Album_2328,Rock,1981,Artist_2328
Album_2329,Classical,1965,Artist_2329
Album_2330,Jazz,1987,Artist_2330
Album_2331,Rock,1980,Artist_2331
Album_2332,Electronic,1986,Artist_2332
Album_2333,Pop,2020,Artist_2333
Album_2334,Electronic,1977,Artist_2334
Album_2335,Electronic,2004,Artist_2335
Album_2336,Rock,2006,Artist_2336
Album_2337,Electronic,1963,Artist_2337
Album_2338,Hip Hop,2008,Artist_2338
Album_2339,Rock,2001,Artist_2339
Album_2340,Rock,1980,Artist_2340
Album_2341,Classical,1961,Artist_2341
Album_2342,Electronic,2000,Artist_2342
Album_2343,Electronic,1992,Artist_2343
Album_2344,Pop,1994,Artist_2344
Album_2345,Electronic,1990,Artist_2345
Album_2346,Electronic,2017,Artist_2346
Album_2347,Rock,1973,Artist_2347
Album_2348,Classical,2006,Artist_2348
Album_2349,Hip Hop,1965,Artist_2349
Album_2350,Hip Hop,2002,Artist_2350
Album_2351,Pop,1992,Artist_2351
Album_2352,Classical,2019,Artist_2352
Album_2353,Electronic,2011,Artist_2353
Album_2354,Rock,2015,Artist_2354
Album_2355,Classical,2006,Artist_2355
Album_2356,Jazz,1996,Artist_2356
Album_2357,Classical,2011,Artist_2357
Album_2358,Jazz,1981,Artist_2358
Album_2359,Hip Hop,2006,Artist_2359
Album_2360,Jazz,1960,Artist_2360
Album_2361,Jazz,2002,Artist_2361
Album_2362,Electronic,2014,Artist_2362
Album_2363,Jazz,1970,Artist_2363
Album_2364,Classical,2001,Artist_2364
Album_2365,Pop,1960,Artist_2365
Album_2366,Electronic,1963,Artist_2366
Album_2367,Pop,2002,Artist_2367
Album_2368,Jazz,1982,Artist_2368
Album_2369,Classical,1963,Artist_2369
Album_2370,Pop,1962,Artist_2370
Album_2371,Pop,1974,Artist_2371
Album_2372,Electronic,2021,Artist_2372
Album_2373,Rock,1979,Artist_2373
Album_2374,Rock,1978,Artist_2374
Album_2375,Jazz,1989,Artist_2375
Album_2376,Electronic,1970,Artist_2376
Album_2377,Electronic,2003,Artist_2377
Album_2378,Rock,1990,Artist_2378
Album_2379,Hip Hop,2007,Artist_2379
Album_2380,Rock,2022,Artist_2380
Album_2381,Rock,1978,Artist_2381
Album_2382,Pop,2003,Artist_2382
Album_2383,Classical,1983,Artist_2383
Album_2384,Pop,1976,Artist_2384
Album_2385,Rock,2012,Artist_2385
Album_2386,Pop,1976,Artist_2386
Album_2387,Pop,1988,Artist_2387
Album_2388,Pop,1995,Artist_2388
Album_2389,Classical,2010,Artist_2389
Album_2390,Hip Hop,1992,Artist_2390
Album_2391,Classical,2003,Artist_2391
Album_2392,Electronic,2007,Artist_2392
Album_2393,Classical,1980,Artist_2393
Album_2394,Electronic,1975,Artist_2394
Album_2395,Pop,1995,Artist_2395
Album_2396,Pop,1967,Artist_2396
Album_2397,Classical,1975,Artist_2397
Album_2398,Hip Hop,1991,Artist_2398
Album_2399,Jazz,2016,Artist_2399
Album_2400,Electronic,1993,Artist_2400
Album_2401,Pop,1963,Artist_2401
Album_2402,Rock,1960,Artist_2402
Album_2403,Hip Hop,1967,Artist_2403
Album_2404,Jazz,2023,Artist_2404
Album_2405,Classical,1988,Artist_2405
Album_2406,Jazz,1978,Artist_2406
Album_2407,Electronic,1999,Artist_2407
Album_2408,Pop,2014,Artist_2408
Album_2409,Electronic,1995,Artist_2409
Album_2410,Jazz,1967,Artist_2410
Album_2411,Pop,1991,Artist_2411
Album_2412,Classical,2019,Artist_2412
Album_2413,Hip Hop,2022,Artist_2413
Album_2414,Rock,2007,Artist_2414
Album_2415,Rock,1975,Artist_2415
Album_2416,Jazz,2016,Artist_2416
Album_2417,Jazz,1971,Artist_2417
Album_2418,Rock,2009,Artist_2418
Album_2419,Pop,2000,Artist_2419
Album_2420,Electronic,1992,Artist_2420
Album_2421,Jazz,2010,Artist_2421
Album_2422,Rock,2002,Artist_2422
Album_2423,Pop,2001,Artist_2423
Album_2424,Electronic,2013,Artist_2424
Album_2425,Pop,1999,Artist_2425
Album_2426,Electronic,2019,Artist_2426
Album_2427,Hip Hop,1998,Artist_2427
Album_2428,Pop,2020,Artist_2428
Album_2429,Jazz,2014,Artist_2429
Album_2430,Rock,1985,Artist_2430
Album_2431,Electronic,1988,Artist_2431
Album_2432,Classical,1977,Artist_2432
Album_2433,Classical,2011,Artist_2433
Album_2434,Rock,2018,Artist_2434
Album_2435,Jazz,2005,Artist_2435
Album_2436,Electronic,1966,Artist_2436
Album_2437,Pop,2008,Artist_2437
Album_2438,Jazz,1990,Artist_2438
Album_2439,Pop,2003,Artist_2439
Album_2440,Classical,1979,Artist_2440
Album_2441,Electronic,2000,Artist_2441
Album_2442,Jazz,1975,Artist_2442
Album_2443,Hip Hop,2013,Artist_2443
Album_2444,Pop,2000,Artist_2444
Album_2445,Classical,2023,Artist_2445
Album_2446,Pop,1973,Artist_2446
Album_2447,Rock,2005,Artist_2447
Album_2448,Hip Hop,1961,Artist_2448
Album_2449,Hip Hop,1989,Artist_2449
Album_2450,Classical,1979,Artist_2450
Album_2451,Jazz,1980,Artist_2451
Album_2452,Classical,2010,Artist_2452
Album_2453,Electronic,1987,Artist_2453
Album_2454,Rock,1990,Artist_2454
Album_2455,Electronic,2002,Artist_2455
Album_2456,Jazz,1994,Artist_2456
Album_2457,Classical,1998,Artist_2457
Album_2458,Hip Hop,1972,Artist_2458
Album_2459,Classical,1988,Artist_2459
Album_2460,Electronic,2009,Artist_2460
Album_2461,Rock,1966,Artist_2461
Album_2462,Hip Hop,1974,Artist_2462
Album_2463,Electronic,2014,Artist_2463
Album_2464,Rock,1970,Artist_2464
Album_2465,Hip Hop,1984,Artist_2465
Album_2466,Pop,1982,Artist_2466
Album_2467,Pop,2010,Artist_2467
Album_2468,Rock,1998,Artist_2468
Album_2469,Jazz,1992,Artist_2469
Album_2470,Hip Hop,2006,Artist_2470
Album_2471,Classical,2022,Artist_2471
Album_2472,Electronic,1999,Artist_2472
Album_2473,Hip Hop,2008,Artist_2473
Album_2474,Rock,1994,Artist_2474
Album_2475,Electronic,1973,Artist_2475
Album_2476,Electronic,2006,Artist_2476
Album_2477,Classical,2010,Artist_2477
Album_2478,Rock,2014,Artist_2478
Album_2479,Classical,1993,Artist_2479
Album_2480,Electronic,2007,Artist_2480
Album_2481,Pop,1967,Artist_2481
Album_2482,Rock,1963,Artist_2482
Album_2483,Pop,2014,Artist_2483
Album_2484,Electronic,2008,Artist_2484
Album_2485,Jazz,1983,Artist_2485
Album_2486,Pop,1995,Artist_2486
Album_2487,Electronic,1985,Artist_2487
Album_2488,Pop,1995,Artist_2488
Album_2489,Pop,1981,Artist_2489
Album_2490,Electronic,1977,Artist_2490
Album_2491,Jazz,2022,Artist_2491
Album_2492,Pop,1983,Artist_2492
Album_2493,Jazz,2016,Artist_2493
Album_2494,Rock,1976,Artist_2494
Album_2495,Electronic,2011,Artist_2495
Album_2496,Classical,2011,Artist_2496
Album_2497,Rock,1970,Artist_2497
Album_2498,Electronic,1962,Artist_2498
Album_2499,Jazz,2002,Artist_2499
Album_2500,Classical,1985,Artist_2500
Album_2501,Pop,1999,Artist_2501
Album_2502,Jazz,2014,Artist_2502
Album_2503,Rock,1995,Artist_2503
Album_2504,Jazz,2023,Artist_2504
Album_2505,Hip Hop,1993,Artist_2505
Album_2506,Pop,1978,Artist_2506
Album_2507,Classical,1978,Artist_2507
Album_2508,Electronic,1997,Artist_2508
Album_2509,Rock,1989,Artist_2509
Album_2510,Pop,1985,Artist_2510
Album_2511,Classical,2006,Artist_2511
Album_2512,Pop,1992,Artist_2512
Album_2513,Classical,1997,Artist_2513
Album_2514,Hip Hop,2018,Artist_2514
Album_2515,Jazz,1969,Artist_2515
Album_2516,Pop,2016,Artist_2516
Album_2517,Hip Hop,2020,Artist_2517
Album_2518,Rock,1982,Artist_2518
Album_2519,Hip Hop,1992,Artist_2519
Album_2520,Classical,1965,Artist_2520
Album_2521,Classical,1975,Artist_2521
Album_2522,Rock,1995,Artist_2522
Album_2523,Electronic,2001,Artist_2523
Album_2524,Pop,1990,Artist_2524
Album_2525,Rock,1994,Artist_2525
Album_2526,Pop,2013,Artist_2526
Album_2527,Hip Hop,2003,Artist_2527
Album_2528,Jazz,1984,Artist_2528
Album_2529,Rock,1966,Artist_2529
Album_2530,Pop,1993,Artist_2530
Album_2531,Jazz,1996,Artist_2531
Album_2532,Classical,2012,Artist_2532
Album_2533,Pop,2019,Artist_2533
Album_2534,Pop,1993,Artist_2534
Album_2535,Hip Hop,2009,Artist_2535
Album_2536,Classical,1962,Artist_2536
Album_2537,Jazz,1970,Artist_2537
Album_2538,Rock,1966,Artist_2538
Album_2539,Classical,1994,Artist_2539
Album_2540,Electronic,1985,Artist_2540
Album_2541,Jazz,1976,Artist_2541
Album_2542,Rock,2023,Artist_2542
Album_2543,Pop,1982,Artist_2543
Album_2544,Hip Hop,1999,Artist_2544
Album_2545,Classical,1984,Artist_2545
Album_2546,Electronic,1981,Artist_2546
Album_2547,Rock,1996,Artist_2547
Album_2548,Classical,2013,Artist_2548
Album_2549,Electronic,1960,Artist_2549
Album_2550,Jazz,2011,Artist_2550
Album_2551,Electronic,2004,Artist_2551
Album_2552,Pop,1984,Artist_2552
Album_2553,Pop,1966,Artist_2553
Album_2554,Jazz,1976,Artist_2554
Album_2555,Rock,1971,Artist_2555
Album_2556,Rock,2000,Artist_2556
Album_2557,Jazz,1970,Artist_2557
Album_2558,Electronic,1998,Artist_2558
Album_2559,Jazz,1987,Artist_2559
Album_2560,Classical,1975,Artist_2560
Album_2561,Pop,1975,Artist_2561
Album_2562,Classical,2005,Artist_2562
Album_2563,Pop,2013,Artist_2563
Album_2564,Classical,1976,Artist_2564
Album_2565,Hip Hop,1982,Artist_2565
Album_2566,Hip Hop,1993,Artist_2566
Album_2567,Rock,2022,Artist_2567
Album_2568,Hip Hop,1979,Artist_2568
Album_2569,Jazz,1968,Artist_2569
Album_2570,Electronic,1961,Artist_2570
Album_2571,Electronic,2009,Artist_2571
Album_2572,Jazz,2018,Artist_2572
Album_2573,Electronic,1992,Artist_2573
Album_2574,Classical,1991,Artist_2574
Album_2575,Classical,1982,Artist_2575
Album_2576,Pop,2016,Artist_2576
Album_2577,Rock,1971,Artist_2577
Album_2578,Electronic,1989,Artist_2578
Album_2579,Jazz,2003,Artist_2579
Album_2580,Pop,1968,Artist_2580
Album_2581,Hip Hop,2001,Artist_2581
Album_2582,Classical,2023,Artist_2582
Album_2583,Electronic,2012,Artist_2583
Album_2584,Electronic,2003,Artist_2584
Album_2585,Hip Hop,1992,Artist_2585
Album_2586,Jazz,1962,Artist_2586
Album_2587,Electronic,2017,Artist_2587
Album_2588,Jazz,1970,Artist_2588
Album_2589,Jazz,1979,Artist_2589
Album_2590,Jazz,2020,Artist_2590
Album_2591,Hip Hop,1997,Artist_2591
Album_2592,Pop,2008,Artist_2592
Album_2593,Jazz,2007,Artist_2593
Album_2594,Rock,1997,Artist_2594
Album_2595,Rock,1992,Artist_2595
Album_2596,Rock,1965,Artist_2596
Album_2597,Classical,2001,Artist_2597
Album_2598,Hip Hop,1968,Artist_2598
Album_2599,Pop,2013,Artist_2599
Album_2600,Electronic,1981,Artist_2600
Album_2601,Hip Hop,1997,Artist_2601
Album_2602,Hip Hop,2018,Artist_2602
Album_2603,Classical,2016,Artist_2603
Album_2604,Rock,2006,Artist_2604
Album_2605,Pop,2006,Artist_2605
Album_2606,Jazz,1962,Artist_2606
Album_2607,Electronic,2009,Artist_2607
Album_2608,Rock,1998,Artist_2608
Album_2609,Classical,2023,Artist_2609
Album_2610,Rock,1974,Artist_2610
Album_2611,Hip Hop,2012,Artist_2611
